,date_time,waste_type,robot_name
524,2020-05-11 13:22:58.375881,Cardboard,R7
525,2020-05-11 13:23:53.375881,Cardboard,R7
526,2020-05-11 13:24:00.375881,Paper,R5
527,2020-05-11 13:24:39.375881,Aluminium_cans,R4
528,2020-05-11 13:24:54.375881,PVC,R21
529,2020-05-11 13:25:10.375881,LDPE,R16
530,2020-05-11 13:25:49.375881,Aluminium_cans,R8
531,2020-05-11 13:25:53.375881,PVC,R14
532,2020-05-11 13:26:52.375881,plastic_wrappers,R10
533,2020-05-11 13:27:49.375881,Paper,R5
534,2020-05-11 13:28:06.375881,LDPE,R16
535,2020-05-11 13:28:29.375881,Aluminium_cans,R8
536,2020-05-11 13:29:26.375881,HDPE,R20
537,2020-05-11 13:29:58.375881,LDPE,R16
538,2020-05-11 13:30:07.375881,Cardboard,R3
539,2020-05-11 13:30:19.375881,Aluminium_cans,R4
540,2020-05-11 13:30:57.375881,Cardboard,R11
541,2020-05-11 13:31:28.375881,PVC,R21
542,2020-05-11 13:32:22.375881,PVC,R17
543,2020-05-11 13:33:10.375881,HDPE,R13
544,2020-05-11 13:34:01.375881,HDPE,R20
545,2020-05-11 13:34:28.375881,Cardboard,R3
546,2020-05-11 13:35:00.375881,HDPE,R13
547,2020-05-11 13:35:13.375881,PVC,R21
548,2020-05-11 13:35:35.375881,HDPE,R20
549,2020-05-11 13:36:04.375881,LDPE,R22
550,2020-05-11 13:36:39.375881,Cardboard,R11
551,2020-05-11 13:36:45.375881,Aluminium_cans,R4
552,2020-05-11 13:37:12.375881,HDPE,R13
553,2020-05-11 13:37:57.375881,PET,R19
554,2020-05-11 13:38:49.375881,PVC,R14
555,2020-05-11 13:38:50.375881,LDPE,R18
556,2020-05-11 13:39:45.375881,plastic_wrappers,R10
557,2020-05-11 13:40:11.375881,LDPE,R18
558,2020-05-11 13:40:38.375881,PVC,R21
559,2020-05-11 13:40:52.375881,LDPE,R16
560,2020-05-11 13:41:39.375881,plastic_wrappers,R10
561,2020-05-11 13:42:18.375881,Cardboard,R3
562,2020-05-11 13:43:02.375881,Cardboard,R7
563,2020-05-11 13:43:54.375881,PVC,R17
564,2020-05-11 13:44:30.375881,PVC,R14
565,2020-05-11 13:45:06.375881,PVC,R17
566,2020-05-11 13:45:17.375881,LDPE,R18
567,2020-05-11 13:45:31.375881,PVC,R17
568,2020-05-11 13:46:16.375881,Cardboard,R3
569,2020-05-11 13:47:07.375881,Paper,R5
570,2020-05-11 13:47:31.375881,Cardboard,R3
571,2020-05-11 13:47:41.375881,Aluminium_cans,R1
572,2020-05-11 13:48:01.375881,plastic_wrappers,R10
573,2020-05-11 13:48:39.375881,PVC,R21
574,2020-05-11 13:49:25.375881,Paper,R5
575,2020-05-11 13:49:40.375881,LDPE,R22
576,2020-05-11 13:49:46.375881,LDPE,R22
577,2020-05-11 13:50:38.375881,plastic_wrappers,R6
578,2020-05-11 13:50:56.375881,LDPE,R18
579,2020-05-11 13:51:31.375881,PET,R23
580,2020-05-11 13:51:47.375881,Aluminium_cans,R1
581,2020-05-11 13:52:40.375881,plastic_wrappers,R2
582,2020-05-11 13:53:07.375881,Paper,R5
583,2020-05-11 13:53:14.375881,PET,R15
584,2020-05-11 13:53:31.375881,HDPE,R24
585,2020-05-11 13:53:47.375881,Paper,R5
586,2020-05-11 13:54:08.375881,plastic_wrappers,R6
587,2020-05-11 13:54:42.375881,PVC,R17
588,2020-05-11 13:55:32.375881,PET,R23
589,2020-05-11 13:56:23.375881,HDPE,R24
590,2020-05-11 13:56:28.375881,PET,R19
591,2020-05-11 13:56:38.375881,PET,R23
592,2020-05-11 13:57:16.375881,plastic_wrappers,R6
593,2020-05-11 13:58:02.375881,Cardboard,R3
594,2020-05-11 13:58:41.375881,LDPE,R16
595,2020-05-11 13:58:55.375881,PET,R19
596,2020-05-11 13:59:54.375881,plastic_wrappers,R6
597,2020-05-11 14:00:48.375881,plastic_wrappers,R6
598,2020-05-11 14:01:13.375881,LDPE,R22
599,2020-05-11 14:01:21.375881,Aluminium_cans,R8
600,2020-05-11 14:01:47.375881,LDPE,R22
601,2020-05-11 14:02:18.375881,PVC,R17
602,2020-05-11 14:02:46.375881,PVC,R21
603,2020-05-11 14:03:06.375881,LDPE,R22
604,2020-05-11 14:03:51.375881,Cardboard,R11
605,2020-05-11 14:04:46.375881,Aluminium_cans,R8
606,2020-05-11 14:05:43.375881,Paper,R5
607,2020-05-11 14:06:30.375881,Aluminium_cans,R1
608,2020-05-11 14:06:38.375881,PVC,R21
609,2020-05-11 14:06:39.375881,HDPE,R13
610,2020-05-11 14:07:09.375881,Aluminium_cans,R1
611,2020-05-11 14:07:48.375881,HDPE,R13
612,2020-05-11 14:08:27.375881,LDPE,R22
613,2020-05-11 14:08:29.375881,Paper,R5
614,2020-05-11 14:08:51.375881,PVC,R21
615,2020-05-11 14:08:59.375881,Cardboard,R11
616,2020-05-11 14:09:54.375881,Cardboard,R3
617,2020-05-11 14:10:04.375881,plastic_wrappers,R2
618,2020-05-11 14:10:43.375881,PVC,R14
619,2020-05-11 14:10:48.375881,PVC,R17
620,2020-05-11 14:10:50.375881,PVC,R14
621,2020-05-11 14:11:13.375881,LDPE,R18
622,2020-05-11 14:11:30.375881,plastic_wrappers,R2
623,2020-05-11 14:12:25.375881,HDPE,R13
624,2020-05-11 14:13:18.375881,Aluminium_cans,R4
625,2020-05-11 14:13:44.375881,Cardboard,R3
626,2020-05-11 14:14:25.375881,plastic_wrappers,R2
627,2020-05-11 14:14:40.375881,Paper,R5
628,2020-05-11 14:15:24.375881,HDPE,R20
629,2020-05-11 14:16:18.375881,plastic_wrappers,R6
630,2020-05-11 14:16:51.375881,PET,R19
631,2020-05-11 14:17:01.375881,HDPE,R24
632,2020-05-11 14:17:33.375881,Cardboard,R11
633,2020-05-11 14:17:45.375881,plastic_wrappers,R2
634,2020-05-11 14:18:20.375881,LDPE,R18
635,2020-05-11 14:19:04.375881,HDPE,R24
636,2020-05-11 14:19:13.375881,plastic_wrappers,R2
637,2020-05-11 14:19:33.375881,Paper,R5
638,2020-05-11 14:19:42.375881,Aluminium_cans,R1
639,2020-05-11 14:19:51.375881,PET,R15
640,2020-05-11 14:20:34.375881,PVC,R21
641,2020-05-11 14:21:29.375881,Cardboard,R7
642,2020-05-11 14:21:30.375881,PET,R15
643,2020-05-11 14:22:01.375881,Paper,R5
644,2020-05-11 14:22:13.375881,Cardboard,R3
645,2020-05-11 14:22:18.375881,LDPE,R16
646,2020-05-11 14:22:46.375881,PET,R15
647,2020-05-11 14:23:09.375881,HDPE,R24
648,2020-05-11 14:23:23.375881,Paper,R5
649,2020-05-11 14:23:45.375881,PET,R19
650,2020-05-11 14:24:33.375881,LDPE,R16
651,2020-05-11 14:25:20.375881,PET,R15
652,2020-05-11 14:25:38.375881,Cardboard,R7
653,2020-05-11 14:25:54.375881,PVC,R17
654,2020-05-11 14:26:39.375881,PET,R15
655,2020-05-11 14:27:29.375881,Aluminium_cans,R8
656,2020-05-11 14:28:15.375881,Paper,R5
657,2020-05-11 14:29:06.375881,PVC,R17
658,2020-05-11 14:29:20.375881,Cardboard,R7
659,2020-05-11 14:29:33.375881,HDPE,R24
660,2020-05-11 14:30:24.375881,LDPE,R18
661,2020-05-11 14:31:11.375881,LDPE,R22
662,2020-05-11 14:31:26.375881,plastic_wrappers,R2
663,2020-05-11 14:32:08.375881,Paper,R5
664,2020-05-11 14:32:57.375881,PET,R15
665,2020-05-11 14:33:11.375881,Cardboard,R11
666,2020-05-11 14:33:14.375881,LDPE,R18
667,2020-05-12 11:43:28.375881,plastic_wrappers,R2
668,2020-05-12 11:43:50.375881,Cardboard,R3
669,2020-05-12 11:43:53.375881,Paper,R5
670,2020-05-12 11:43:56.375881,HDPE,R24
671,2020-05-12 11:44:53.375881,Aluminium_cans,R8
672,2020-05-12 11:45:10.375881,Cardboard,R11
673,2020-05-12 11:45:44.375881,Cardboard,R11
674,2020-05-12 11:46:33.375881,PET,R19
675,2020-05-12 11:47:27.375881,Aluminium_cans,R4
676,2020-05-12 11:48:22.375881,PVC,R14
677,2020-05-12 11:48:25.375881,PVC,R21
678,2020-05-12 11:48:40.375881,plastic_wrappers,R10
679,2020-05-12 11:48:45.375881,plastic_wrappers,R10
680,2020-05-12 11:49:28.375881,PVC,R21
681,2020-05-12 11:49:52.375881,Cardboard,R7
682,2020-05-12 11:49:54.375881,PVC,R14
683,2020-05-12 11:50:50.375881,LDPE,R18
684,2020-05-12 11:51:05.375881,plastic_wrappers,R6
685,2020-05-12 11:51:19.375881,PVC,R17
686,2020-05-12 11:52:03.375881,Aluminium_cans,R1
687,2020-05-12 11:52:30.375881,Aluminium_cans,R1
688,2020-05-12 11:52:42.375881,PET,R23
689,2020-05-12 11:53:27.375881,PET,R15
690,2020-05-12 11:53:49.375881,LDPE,R16
691,2020-05-12 11:53:53.375881,PVC,R21
692,2020-05-12 11:54:35.375881,Paper,R5
693,2020-05-12 11:54:36.375881,PVC,R17
694,2020-05-12 11:55:06.375881,PET,R23
695,2020-05-12 11:56:02.375881,Aluminium_cans,R8
696,2020-05-12 11:56:04.375881,plastic_wrappers,R10
697,2020-05-12 11:56:15.375881,HDPE,R20
698,2020-05-12 11:57:01.375881,Paper,R5
699,2020-05-12 11:57:38.375881,Aluminium_cans,R1
700,2020-05-12 11:58:10.375881,LDPE,R18
701,2020-05-12 11:58:37.375881,Paper,R5
702,2020-05-12 11:58:50.375881,Paper,R5
703,2020-05-12 11:59:00.375881,plastic_wrappers,R6
704,2020-05-12 11:59:27.375881,PVC,R21
705,2020-05-12 11:59:58.375881,HDPE,R20
706,2020-05-12 12:00:43.375881,Paper,R5
707,2020-05-12 12:01:26.375881,PVC,R14
708,2020-05-12 12:02:13.375881,LDPE,R22
709,2020-05-12 12:03:11.375881,plastic_wrappers,R2
710,2020-05-12 12:03:23.375881,Paper,R5
711,2020-05-12 12:03:48.375881,Aluminium_cans,R4
712,2020-05-12 12:04:26.375881,Aluminium_cans,R4
713,2020-05-12 12:04:49.375881,Cardboard,R7
714,2020-05-12 12:04:55.375881,HDPE,R20
715,2020-05-12 12:05:23.375881,Paper,R5
716,2020-05-12 12:06:03.375881,Paper,R5
717,2020-05-12 12:06:08.375881,Cardboard,R3
718,2020-05-12 12:06:22.375881,Paper,R5
719,2020-05-12 12:06:45.375881,PET,R23
720,2020-05-12 12:07:22.375881,Cardboard,R3
721,2020-05-12 12:07:33.375881,Paper,R5
722,2020-05-12 12:07:58.375881,Paper,R5
723,2020-05-12 12:08:26.375881,Aluminium_cans,R8
724,2020-05-12 12:09:11.375881,Cardboard,R7
725,2020-05-12 12:09:14.375881,PVC,R14
726,2020-05-12 12:09:58.375881,PET,R19
727,2020-05-12 12:10:07.375881,plastic_wrappers,R2
728,2020-05-12 12:10:32.375881,LDPE,R18
729,2020-05-12 12:11:01.375881,Aluminium_cans,R4
730,2020-05-12 12:11:16.375881,LDPE,R22
731,2020-05-12 12:11:43.375881,plastic_wrappers,R10
732,2020-05-12 12:12:08.375881,PVC,R17
733,2020-05-12 12:12:29.375881,Paper,R5
734,2020-05-12 12:13:15.375881,Aluminium_cans,R8
735,2020-05-12 12:14:14.375881,LDPE,R22
736,2020-05-12 12:14:15.375881,HDPE,R13
737,2020-05-12 12:15:07.375881,HDPE,R13
738,2020-05-12 12:16:00.375881,Aluminium_cans,R8
739,2020-05-12 12:16:02.375881,plastic_wrappers,R10
740,2020-05-12 12:16:18.375881,Cardboard,R11
741,2020-05-12 12:16:20.375881,Aluminium_cans,R8
742,2020-05-12 12:16:53.375881,plastic_wrappers,R6
743,2020-05-12 12:17:20.375881,PET,R19
744,2020-05-12 12:17:51.375881,Aluminium_cans,R4
745,2020-05-12 12:18:16.375881,Aluminium_cans,R8
746,2020-05-12 12:18:19.375881,Aluminium_cans,R1
747,2020-05-12 12:18:54.375881,HDPE,R13
748,2020-05-12 12:19:18.375881,plastic_wrappers,R6
749,2020-05-12 12:19:31.375881,Cardboard,R3
750,2020-05-12 12:20:23.375881,LDPE,R22
751,2020-05-12 12:21:21.375881,Cardboard,R3
752,2020-05-12 12:21:47.375881,plastic_wrappers,R6
753,2020-05-12 12:22:06.375881,Cardboard,R11
754,2020-05-12 12:22:39.375881,Cardboard,R7
755,2020-05-12 12:22:58.375881,Cardboard,R3
756,2020-05-12 12:23:06.375881,plastic_wrappers,R2
757,2020-05-12 12:23:28.375881,plastic_wrappers,R2
758,2020-05-12 12:24:24.375881,LDPE,R18
759,2020-05-12 12:24:53.375881,plastic_wrappers,R6
760,2020-05-12 12:25:07.375881,plastic_wrappers,R6
761,2020-05-12 12:25:58.375881,LDPE,R22
762,2020-05-12 12:26:22.375881,PET,R19
763,2020-05-12 12:26:58.375881,Cardboard,R11
764,2020-05-12 12:27:02.375881,Aluminium_cans,R8
765,2020-05-12 12:27:40.375881,PVC,R14
766,2020-05-12 12:27:55.375881,Cardboard,R11
767,2020-05-12 12:28:06.375881,Cardboard,R11
768,2020-05-12 12:28:27.375881,PET,R23
769,2020-05-12 12:29:07.375881,Aluminium_cans,R8
770,2020-05-12 12:30:00.375881,Aluminium_cans,R1
771,2020-05-12 12:30:40.375881,PET,R15
772,2020-05-12 12:30:44.375881,Paper,R5
773,2020-05-12 12:31:38.375881,Aluminium_cans,R4
774,2020-05-12 12:31:46.375881,Paper,R5
775,2020-05-12 12:32:24.375881,Aluminium_cans,R8
776,2020-05-12 12:32:51.375881,Aluminium_cans,R1
777,2020-05-12 12:33:07.375881,PET,R19
778,2020-05-12 12:33:51.375881,PET,R19
779,2020-05-12 12:34:21.375881,Paper,R5
780,2020-05-12 12:34:27.375881,LDPE,R16
781,2020-05-12 12:34:31.375881,LDPE,R22
782,2020-05-12 12:34:32.375881,PET,R23
783,2020-05-12 12:35:08.375881,HDPE,R24
784,2020-05-12 12:35:50.375881,PVC,R14
785,2020-05-12 12:36:18.375881,LDPE,R16
786,2020-05-12 12:36:22.375881,LDPE,R22
787,2020-05-12 12:37:00.375881,PET,R15
788,2020-05-12 12:37:10.375881,HDPE,R20
789,2020-05-12 12:37:39.375881,PVC,R21
790,2020-05-12 12:37:49.375881,Paper,R5
791,2020-05-12 12:38:39.375881,plastic_wrappers,R10
792,2020-05-12 12:39:11.375881,Aluminium_cans,R1
793,2020-05-12 12:39:44.375881,Paper,R5
794,2020-05-12 12:39:54.375881,PET,R23
795,2020-05-12 12:40:53.375881,Paper,R5
796,2020-05-12 12:41:15.375881,Paper,R5
797,2020-05-12 12:41:53.375881,HDPE,R20
798,2020-05-12 12:42:42.375881,PET,R19
799,2020-05-12 12:42:43.375881,PET,R15
800,2020-05-12 12:43:34.375881,HDPE,R24
801,2020-05-12 12:43:53.375881,Aluminium_cans,R8
802,2020-05-12 12:44:34.375881,plastic_wrappers,R6
803,2020-05-12 12:44:35.375881,PVC,R14
804,2020-05-12 12:45:12.375881,HDPE,R24
805,2020-05-12 12:46:08.375881,PVC,R17
806,2020-05-12 12:47:07.375881,LDPE,R22
807,2020-05-12 12:47:51.375881,Paper,R5
808,2020-05-12 12:48:28.375881,plastic_wrappers,R2
809,2020-05-12 12:49:07.375881,LDPE,R22
810,2020-05-12 12:49:33.375881,Paper,R5
811,2020-05-12 12:49:48.375881,plastic_wrappers,R10
812,2020-05-12 12:50:02.375881,PVC,R17
813,2020-05-12 12:50:11.375881,Aluminium_cans,R8
814,2020-05-12 12:50:34.375881,Paper,R5
815,2020-05-12 12:51:27.375881,Cardboard,R11
816,2020-05-12 12:51:35.375881,Cardboard,R11
817,2020-05-12 12:51:38.375881,Cardboard,R3
818,2020-05-12 12:52:29.375881,Cardboard,R7
819,2020-05-12 12:52:48.375881,HDPE,R24
820,2020-05-12 12:53:28.375881,Cardboard,R11
821,2020-05-12 12:53:53.375881,Paper,R5
822,2020-05-12 12:54:47.375881,LDPE,R18
823,2020-05-12 12:55:13.375881,LDPE,R16
824,2020-05-12 12:55:39.375881,Paper,R5
825,2020-05-12 12:56:07.375881,HDPE,R13
826,2020-05-12 12:56:24.375881,PET,R19
827,2020-05-12 12:56:50.375881,PET,R19
828,2020-05-12 12:57:12.375881,PVC,R17
829,2020-05-12 12:57:28.375881,PVC,R17
830,2020-05-12 12:57:53.375881,PVC,R17
831,2020-05-12 12:58:32.375881,Paper,R5
832,2020-05-12 12:58:34.375881,LDPE,R16
833,2020-05-12 12:59:22.375881,plastic_wrappers,R10
834,2020-05-12 12:59:42.375881,PET,R15
835,2020-05-12 13:00:40.375881,plastic_wrappers,R6
836,2020-05-12 13:01:08.375881,HDPE,R24
837,2020-05-12 13:01:23.375881,PVC,R21
838,2020-05-12 13:01:59.375881,Cardboard,R3
839,2020-05-12 13:02:49.375881,PET,R19
840,2020-05-12 13:03:23.375881,plastic_wrappers,R2
841,2020-05-12 13:03:44.375881,PVC,R21
842,2020-05-12 13:04:39.375881,HDPE,R20
843,2020-05-12 13:05:07.375881,Paper,R5
844,2020-05-12 13:06:05.375881,Aluminium_cans,R8
845,2020-05-12 13:07:04.375881,Paper,R5
846,2020-05-12 13:08:02.375881,Paper,R5
847,2020-05-12 13:08:12.375881,PET,R23
848,2020-05-12 13:08:51.375881,PET,R23
849,2020-05-12 13:09:07.375881,Cardboard,R3
850,2020-05-12 13:09:17.375881,Aluminium_cans,R1
851,2020-05-12 13:10:01.375881,LDPE,R16
852,2020-05-12 13:10:27.375881,Paper,R5
853,2020-05-12 13:11:14.375881,Aluminium_cans,R8
854,2020-05-12 13:12:01.375881,PVC,R17
855,2020-05-12 13:12:37.375881,Cardboard,R11
856,2020-05-12 13:13:09.375881,plastic_wrappers,R10
857,2020-05-12 13:13:57.375881,Paper,R5
858,2020-05-12 13:14:06.375881,Paper,R5
859,2020-05-12 13:14:54.375881,PET,R15
860,2020-05-12 13:15:39.375881,LDPE,R16
861,2020-05-12 13:15:56.375881,LDPE,R18
862,2020-05-12 13:16:20.375881,plastic_wrappers,R2
863,2020-05-12 13:16:58.375881,HDPE,R20
864,2020-05-12 13:17:11.375881,Cardboard,R3
865,2020-05-12 13:18:09.375881,plastic_wrappers,R10
866,2020-05-12 13:18:33.375881,LDPE,R16
867,2020-05-12 13:19:15.375881,Aluminium_cans,R8
868,2020-05-12 13:19:38.375881,Aluminium_cans,R8
869,2020-05-12 13:20:23.375881,HDPE,R20
870,2020-05-12 13:20:24.375881,HDPE,R20
871,2020-05-12 13:21:01.375881,PET,R23
872,2020-05-12 13:21:53.375881,Cardboard,R3
873,2020-05-12 13:22:03.375881,PET,R23
874,2020-05-12 13:22:42.375881,PVC,R21
875,2020-05-12 13:23:36.375881,Cardboard,R3
876,2020-05-12 13:24:05.375881,HDPE,R20
877,2020-05-12 13:24:46.375881,plastic_wrappers,R2
878,2020-05-12 13:25:16.375881,HDPE,R24
879,2020-05-12 13:25:55.375881,PET,R19
880,2020-05-12 13:26:41.375881,HDPE,R24
881,2020-05-12 13:26:52.375881,Cardboard,R3
882,2020-05-12 13:27:07.375881,Paper,R5
883,2020-05-12 13:27:30.375881,Paper,R5
884,2020-05-12 13:28:17.375881,PVC,R17
885,2020-05-12 13:29:00.375881,PVC,R17
886,2020-05-12 13:29:56.375881,PET,R23
887,2020-05-12 13:30:16.375881,Aluminium_cans,R1
888,2020-05-12 13:30:46.375881,PVC,R17
889,2020-05-12 13:31:14.375881,plastic_wrappers,R6
890,2020-05-12 13:31:33.375881,Cardboard,R7
891,2020-05-12 13:32:00.375881,Aluminium_cans,R4
892,2020-05-12 13:32:25.375881,LDPE,R18
893,2020-05-12 13:32:26.375881,HDPE,R20
894,2020-05-12 13:32:37.375881,HDPE,R13
895,2020-05-12 13:32:59.375881,PVC,R17
896,2020-05-12 13:33:57.375881,Aluminium_cans,R4
897,2020-05-12 13:34:37.375881,HDPE,R13
898,2020-05-12 13:34:58.375881,PET,R15
899,2020-05-12 13:35:31.375881,LDPE,R22
900,2020-05-12 13:36:26.375881,Paper,R5
901,2020-05-12 13:37:01.375881,PET,R19
902,2020-05-12 13:37:39.375881,PVC,R17
903,2020-05-12 13:37:47.375881,PVC,R17
904,2020-05-12 13:38:11.375881,Paper,R5
905,2020-05-12 13:38:40.375881,plastic_wrappers,R6
906,2020-05-12 13:39:06.375881,Paper,R5
907,2020-05-12 13:39:37.375881,Cardboard,R7
908,2020-05-12 13:40:07.375881,plastic_wrappers,R10
909,2020-05-12 13:40:30.375881,PET,R15
910,2020-05-12 13:41:21.375881,PVC,R21
911,2020-05-12 13:42:20.375881,HDPE,R24
912,2020-05-12 13:43:15.375881,LDPE,R22
913,2020-05-12 13:43:17.375881,Paper,R5
914,2020-05-12 13:43:48.375881,PET,R23
915,2020-05-12 13:44:11.375881,LDPE,R16
916,2020-05-12 13:45:01.375881,PVC,R21
917,2020-05-12 13:45:03.375881,Cardboard,R3
918,2020-05-12 13:45:42.375881,HDPE,R20
919,2020-05-12 13:45:50.375881,LDPE,R18
920,2020-05-12 13:45:52.375881,Aluminium_cans,R1
921,2020-05-12 13:46:09.375881,plastic_wrappers,R6
922,2020-05-12 13:46:33.375881,PVC,R17
923,2020-05-12 13:47:26.375881,PET,R23
924,2020-05-12 13:47:33.375881,Aluminium_cans,R1
925,2020-05-12 13:47:38.375881,Aluminium_cans,R4
926,2020-05-12 13:48:22.375881,PET,R23
927,2020-05-12 13:48:36.375881,LDPE,R18
928,2020-05-12 13:49:24.375881,Paper,R5
929,2020-05-12 13:49:54.375881,Aluminium_cans,R1
930,2020-05-12 13:50:08.375881,Cardboard,R11
931,2020-05-12 13:51:07.375881,Paper,R5
932,2020-05-12 13:51:57.375881,Paper,R5
933,2020-05-12 13:52:02.375881,Paper,R5
934,2020-05-12 13:52:10.375881,PVC,R17
935,2020-05-12 13:52:46.375881,PVC,R21
936,2020-05-12 13:53:10.375881,HDPE,R13
937,2020-05-12 13:53:54.375881,PET,R23
938,2020-05-12 13:54:52.375881,Aluminium_cans,R8
939,2020-05-12 13:54:58.375881,plastic_wrappers,R2
940,2020-05-12 13:55:32.375881,Paper,R5
941,2020-05-12 13:55:53.375881,Aluminium_cans,R8
942,2020-05-12 13:56:48.375881,HDPE,R24
943,2020-05-12 13:56:56.375881,Aluminium_cans,R8
944,2020-05-12 13:57:40.375881,plastic_wrappers,R6
945,2020-05-12 13:58:12.375881,PET,R23
946,2020-05-12 13:58:50.375881,Aluminium_cans,R4
947,2020-05-12 13:59:01.375881,Cardboard,R11
948,2020-05-12 13:59:08.375881,LDPE,R22
949,2020-05-12 13:59:33.375881,PET,R19
950,2020-05-12 14:00:22.375881,Paper,R5
951,2020-05-12 14:00:54.375881,HDPE,R13
952,2020-05-12 14:01:52.375881,plastic_wrappers,R2
953,2020-05-12 14:02:39.375881,Paper,R5
954,2020-05-12 14:03:38.375881,PVC,R14
955,2020-05-12 14:04:32.375881,PVC,R14
956,2020-05-12 14:05:02.375881,Paper,R5
957,2020-05-12 14:05:04.375881,plastic_wrappers,R2
958,2020-05-12 14:05:51.375881,PET,R15
959,2020-05-12 14:06:42.375881,Aluminium_cans,R4
960,2020-05-12 14:07:30.375881,PET,R23
961,2020-05-12 14:08:11.375881,Cardboard,R3
962,2020-05-12 14:08:33.375881,Cardboard,R3
963,2020-05-12 14:08:41.375881,plastic_wrappers,R10
964,2020-05-12 14:08:56.375881,LDPE,R18
965,2020-05-12 14:09:43.375881,PET,R23
966,2020-05-12 14:09:49.375881,PVC,R17
967,2020-05-12 14:09:57.375881,plastic_wrappers,R6
968,2020-05-12 14:10:39.375881,PVC,R21
969,2020-05-12 14:11:18.375881,PVC,R14
970,2020-05-12 14:11:59.375881,Aluminium_cans,R1
971,2020-05-12 14:12:57.375881,Cardboard,R3
972,2020-05-12 14:13:00.375881,HDPE,R24
973,2020-05-12 14:13:11.375881,LDPE,R22
974,2020-05-12 14:13:50.375881,plastic_wrappers,R6
975,2020-05-12 14:14:24.375881,Aluminium_cans,R8
976,2020-05-12 14:15:15.375881,PVC,R17
977,2020-05-12 14:15:49.375881,Cardboard,R11
978,2020-05-12 14:16:43.375881,PVC,R14
979,2020-05-12 14:17:14.375881,plastic_wrappers,R2
980,2020-05-12 14:18:03.375881,HDPE,R13
981,2020-05-12 14:18:47.375881,LDPE,R16
982,2020-05-12 14:19:27.375881,LDPE,R18
983,2020-05-12 14:20:11.375881,Aluminium_cans,R4
984,2020-05-12 14:20:22.375881,Paper,R5
985,2020-05-12 14:21:01.375881,Aluminium_cans,R4
986,2020-05-12 14:21:12.375881,PET,R19
987,2020-05-12 14:21:42.375881,HDPE,R24
988,2020-05-12 14:22:10.375881,Cardboard,R3
989,2020-05-12 14:22:17.375881,Aluminium_cans,R1
990,2020-05-12 14:23:00.375881,plastic_wrappers,R2
991,2020-05-12 14:23:26.375881,plastic_wrappers,R2
992,2020-05-12 14:23:43.375881,Cardboard,R11
993,2020-05-12 14:24:30.375881,Cardboard,R11
994,2020-05-12 14:25:17.375881,plastic_wrappers,R6
995,2020-05-12 14:26:04.375881,Aluminium_cans,R1
996,2020-05-12 14:26:10.375881,PVC,R14
997,2020-05-12 14:26:22.375881,plastic_wrappers,R2
998,2020-05-12 14:27:15.375881,Aluminium_cans,R1
999,2020-05-12 14:27:24.375881,plastic_wrappers,R6
